ROAD_NAME,ROAD_NAME_INT,Accident_Count,Fatality_Count
GIRIS,MILLS,1,0.0
GIRVAN,GIRVANS,1,0.0
GLADSTONE,ADAM,1,0.0
GLADSTONE,PEEL,2,0.0
GLEDHILL,OLYMPIC,1,0.0
GLENCOE,LOWNDES,1,0.0
GLENCOE,ST AIDANS,2,0.0
GOLD ASSOCIATES,MARONG,1,0.0
GOLDEN SQUARE-LONG GULLY,CREETH,1,0.0
GOLDEN SQUARE-LONG GULLY,DERWENT,1,0.0
GOLDEN SQUARE-LONG GULLY,MACKENZIE W,1,0.0
GOLDEN SQUARE-QUARRY HILL,ADAM,1,0.0
GOLDEN SQUARE-QUARRY HILL,PYKE,1,0.0
GOLDIE,HIGH,1,0.0
GOLF COURSE,RACECOURSE,1,0.0
GOLF COURSE,STATION,1,0.0
GOLF COURSE,TAYLOR,4,0.0
GOLF LINKS,KRAUSGRILL,1,0.0
GOLF LINKS,WILLIAMS,1,0.0
GOORNONG-BARNADOWN,AXEDALE-GOORNONG,1,0.0
GOORNONG-BARNADOWN,BELLHOLME,1,0.0
GOORNONG-BARNADOWN,NELSON,1,0.0
GOORNONG-MAYREEF,COLLINS,1,0.0
GOYNES,BOTANICAL,1,0.0
GOYNES,HOWARD,1,0.0
GREEN,HAVILAH,1,0.0
GREEN,NELSON,2,0.0
GRENFELL,FINCH,1,0.0
GRENFELL,HICKS,1,0.0
GUYS HILL,ARUNGA,1,0.0
GUYS HILL,BRENTWOOD,2,1.0
GUYS HILL,PIONEER,1,0.0
GUYS HILL,TANNERY,8,0.0
HAGGAR,WILLAN,1,0.0
HALLAM,SOMERVILLE,1,0.0
HAM,ADELAIDE GULLY,1,0.0
HAM,ALLINGHAM,1,0.0
HAM,COONOOER,2,0.0
HAM,MACDOUGALL,2,0.0
HAMMILL,STANLEY,1,0.0
HAPPY VALLEY,COATH,1,0.0
HAPPY VALLEY,UNION,1,0.0
HARDINGS,PARSONS,1,0.0
HARDYS,OLD BRIDGEWATER,1,0.0
HARDYS,SUNRISE,1,0.0
HARGREAVES,BULL,1,0.0
HARGREAVES,CHAPEL,2,0.0
HARGREAVES,MITCHELL,2,0.0
HARGREAVES,MUNDY,1,0.0
HARGREAVES,MYRTLE,1,0.0
HARGREAVES,NOLAN,3,0.0
HARGREAVES,SHORT,2,0.0
HARGREAVES,THISTLE,2,0.0
HARGREAVES,TRAMWAYS,1,0.0
HARGREAVES,VIOLET,3,0.0
HARGREAVES,WATTLE,3,0.0
HARGREAVES,WILLIAMSON,5,0.0
HARLEY,BUTCHER,2,0.0
HARLEY,GOLDEN,1,0.0
HARPER,BOUNDARY,1,0.0
HARPER,CLAYPIT,1,0.0
HARPER,QUINNS,3,0.0
HARRIS,MAS,1,0.0
HARRIS,WHARTON,1,0.0
HATTAM,BELLE VUE,1,0.0
HATTAM,MACCULLAGH,3,0.0
HATTAM,TUCKER,2,0.0
HATTAM,WOODWARD,3,1.0
HATTAM STREET -OAK,ALLINGHAM,5,0.0
HAVERING,SULLIVANS,1,0.0
HAVILAH,ARMS,1,0.0
HAVILAH,KINROSS,1,0.0
HAVILAH,MORAN,1,0.0
HAVILAH,POULSTON,1,0.0
HAVILAH,QUICK,1,0.0
HAVLIN,ABBOTT,1,0.0
HAVLIN,HOUSTON,1,0.0
HAVLIN,MILLER,1,0.0
HAVLIN,WILLIAMSON,1,0.0
HAYES,JEBB,1,0.0
HEATHCOTE-KYNETON,STONE JUG,1,0.0
HEATHCOTE-NAGAMBIE,BAIGE,1,0.0
HEATHCOTE-NAGAMBIE,FOREST,3,0.0
HEATHCOTE-NAGAMBIE,GREENS,2,0.0
HEATHCOTE-NAGAMBIE,PARFREY,1,0.0
HEATHCOTE-NAGAMBIE,REDBURNS,1,0.0
HEATHCOTE-NAGAMBIE,WARD,1,0.0
HEATHCOTE-NAGAMBIE,WATERS,2,0.0
HEATHCOTE-NORTH COSTERFIELD,BRADLEYS,4,0.0
HEATHCOTE-NORTH COSTERFIELD,HALL,2,0.0
HEATHCOTE-NORTH COSTERFIELD,MT IDA,2,0.0
HEATHCOTE-NORTH COSTERFIELD,PLANTATION,1,0.0
HEATHCOTE-REDESDALE,ADAIRS,1,0.0
HEATHCOTE-REDESDALE,BACK KYNETON,1,0.0
HEATHCOTE-REDESDALE,BURKES,3,0.0
HEATHCOTE-REDESDALE,HEATHCOTE-SPRING PLAINS,3,0.0
HEATHCOTE-REDESDALE,MATHESON,1,0.0
HEATHCOTE-REDESDALE,MEADOW VALLEY,3,0.0
HEATHCOTE-REDESDALE,OLD FORD,1,1.0
HEATHCOTE-REDESDALE,RYANS,2,0.0
HEATHCOTE-REDESDALE,SAILORS GULLY,1,0.0
HEATHCOTE-REDESDALE,WESTBLADE,1,0.0
HEATHCOTE-ROCHESTER,CAMPBELLS,1,0.0
HEATHCOTE-ROCHESTER,HICKS,2,0.0
HEINZ,RACECOURSE,1,0.0
HEINZ STREET -ROHS,HEINZ,1,0.0
HELM,MORRISON,2,0.0
HELM,WESLEY,2,0.0
HERCULES,WINZE,1,0.0
HEWITT,ST AIDANS,1,0.0
HEYWOOD,ANDREW,1,0.0
HICKS,STODDART,1,0.0
HIGH,ALDER,8,0.0
HIGH,ANILE,1,1.0
HIGH,ASH,6,0.0
HIGH,BARRACK,3,0.0
HIGH,BAY,4,0.0
HIGH,BEECH,5,0.0
HIGH,BOOTH,3,0.0
HIGH,CALDER,1,0.0
HIGH,CAMP,2,0.0
HIGH,CEDAR,4,0.0
HIGH,CHAUNCEY,4,0.0
HIGH,CHURCH,2,0.0
HIGH,CRAVEN,1,0.0
HIGH,ELM,7,0.0
HIGH,FIR,9,0.0
HIGH,FOREST,8,0.0
HIGH,FURNESS,6,0.0
HIGH,GUTHRIE,3,0.0
HIGH,HERRIOT,2,0.0
HIGH,HIGH,11,0.0
HIGH,HIGH ALT,6,0.0
HIGH,HIGH REV,1,0.0
HIGH,HONEYSUCKLE,4,0.0
HIGH,HUNTER,2,0.0
HIGH,JENNINGS,1,0.0
HIGH,KILMORE,1,0.0
HIGH,LANSELL,3,0.0
HIGH,LAST,1,0.0
HIGH,LAUREL,7,0.0
HIGH,LILY,4,0.0
HIGH,LINDSAY,1,0.0
HIGH,LOCKWOOD,16,0.0
HIGH,MAPLE,12,0.0
HIGH,MCIVOR,1,0.0
HIGH,MEDIKA,1,0.0
HIGH,MIMOSA,3,0.0
HIGH,MITCHELL,4,0.0
HIGH,MORRIS,1,0.0
HIGH,MYRTLE,10,0.0
HIGH,NAPIER,1,0.0
HIGH,OAK,23,0.0
HIGH,POHLMAN,3,0.0
HIGH,POPLAR,4,0.0
HIGH,SHAMROCK,5,0.0
HIGH,SHORT,7,0.0
HIGH,STATION,10,0.0
HIGH,SYMES,1,0.0
HIGH,TAYLOR,4,0.0
HIGH,THISTLE,10,0.0
HIGH,VICTORIA,14,0.0
HIGH,VIEW,6,0.0
HIGH,VINE,5,0.0
HIGH,VIOLET,4,0.0
HIGH,WATTLE,10,0.0
HIGH,WESLEY,15,0.0
HIGH,WIRELESS,8,0.0
HIGH STREET -KILMORE,VICTORIA HILL,1,0.0
HIGH STREET -LODDON VALLEY,NAPIER,3,1.0
HIGH STREET -NORTHERN,MCIVOR,2,0.0
HIGH STREET -PALL MALL,MITCHELL,10,0.0
HIGH STREET -PALL MALL,VIEW,5,0.0
HIGH STREET SERVICE,KIERAN,1,1.0
HODGKINSON,MICHAEL,3,0.0
HODGKINSON,STERNBERG,1,0.0
HODGSON,GROWLER,1,0.0
HODGSON,PINE,1,0.0
HODGSON,TRACEY,1,0.0
HOKINS,SOLDIER,1,0.0
HOLDSWORTH,ASHTON,1,0.0
HOLDSWORTH,CECIL,1,0.0
HOLDSWORTH,FINN,4,0.0
HOLDSWORTH,GIBSON,1,0.0
HOLDSWORTH,HOLDSWORTH,1,0.0
HOLDSWORTH,HOLMES,1,0.0
HOLDSWORTH,JACOB,1,0.0
HOLDSWORTH,KINROSS,2,0.0
HOLDSWORTH,KNAPE,2,0.0
HOLDSWORTH,PLUMRIDGE,1,0.0
HOLDSWORTH,PROUSES,2,0.0
HOLDSWORTH,WOOD,7,0.0
HOLDSWORTH ROAD -LYONS,RAGLAN,3,0.0
HOLLIDAYS,ROGERS,1,0.0
HOLLOW,MACDOUGALL,1,0.0
HOLMES,FENTON,12,0.0
HOLMES,HAVILAH,3,0.0
HOLMES,HOLDSWORTH,6,0.0
HOLMES,MCGOWAN,2,0.0
HONEYSUCKLE,KIRKWOOD,1,0.0
HONEYSUCKLE,MACKENZIE,1,0.0
HOPE,OLYMPIC,5,0.0
HOPETOUN,MUNDY,4,0.0
HOPKINS,MCCORMACKS,1,0.0
HOSPITAL,HAY,1,0.0
HOSPITAL,VICTORIA HILL,1,1.0
HOUSTON,ADAM,2,0.0
HOUSTON,PEEL,1,0.0
HOUSTON,RUSSELL,2,0.0
HOUSTON,SOMERVILLE,1,0.0
HOWARD,BURNSIDE,2,0.0
HOWARD,LORIKEET,1,0.0
HOWARD,MARKET GARDEN,4,0.0
HOWARD,MIDLAND,3,0.0
HOWARD,MYRTLE,4,0.0
HOWARD,SULLIVAN,1,0.0
HOWARD,TACKABERRY,2,0.0
HOY,HOLMES,1,0.0
HUDDLE,MUDGE,1,0.0
HUDDLE,SUTTON GRANGE,1,0.0
HUMBOLDT,PEARL,1,0.0
HUNTER,ALLINGHAM,1,0.0
HUNTLY-FOSTERVILLE,BOX,1,0.0
HUNTLY-FOSTERVILLE,BULL,1,0.0
HUNTLY-FOSTERVILLE,CRUIKSHANK,1,0.0
HUNTLY-FOSTERVILLE,EPSOM-BARNADOWN,1,0.0
HUNTLY-FOSTERVILLE,GOORNONG-FOSTERVILLE,1,0.0
HUNTLY-FOSTERVILLE,JAYS,1,0.0
HUNTLY-FOSTERVILLE,PLANT,1,0.0
HUNTLY-FOSTERVILLE,RENNIE,2,0.0
HUNTLY-FOSTERVILLE,SLADE,1,0.0
INGLIS,HARVEY,1,0.0
INGLIS,SAUNDERS,1,0.0
INGLIS,WAKEMAN,1,0.0
INGLIS STREET -STRAY,HAPPY VALLEY,3,0.0
IRONBARK,BRAMLEY,1,0.0
IRONBARK-WHITE HILLS,FOREST,1,0.0
IRONSTONE,STATION,9,0.0
IRONSTONE,STRICKLAND,2,0.0
JACKAS,WARROWITUE-FOREST,1,0.0
JACKSON,PHILPOT,1,0.0
JACKSON,STANFIELD,1,0.0
JAY,MURPHYS,1,0.0
JEBB,VICTORIA,1,0.0
JENNINGS,LLOYD,1,0.0
JEWELL,MURPHY,1,0.0
JOBS GULLY,BILLOLA,1,0.0
JOBS GULLY,EDWARDS,1,0.0
JOBS GULLY,HARVEY,1,0.0
JOBS GULLY,LAKEVIEW,3,0.0
JOBS GULLY,LANCASTER,1,0.0
JOBS GULLY,METROPOLITAN,1,0.0
JOBS GULLY,PENINSULA,2,0.0
JOHN,MACKENZIE W,1,0.0
JOSEPH,NOLAN,1,0.0
JUNOR,HAY,1,0.0
JUNORTOUN,TROTTING,1,0.0
KAIRN,CONDON,1,0.0
KANGAROO GULLY,ANGOVE,1,0.0
KANGAROO GULLY,APELINE,2,0.0
KANGAROO GULLY,CHANNEL,1,0.0
KANGAROO GULLY,LEANGANOOK,1,0.0
KANGAROO GULLY,SHELTONS,1,0.0
KEANE,SETTLEMENT,1,0.0
KECK,CURTIN,2,0.0
KECK,NEALE,1,0.0
KECK,SOMERVILLE,2,1.0
KELLYS,PATTERSONS,1,0.0
KENNEDY,MACKAY,2,0.0
KENNELLY,CARNEYS,1,0.0
KENNEWELL,HAMELIN,1,0.0
KENNEWELL,SCOTT,7,0.0
KETTERERS,GUNNS,1,0.0
KILMORE,HEATHCOTE-NAGAMBIE,1,0.0
KILMORE,MEARS,1,0.0
KILMORE,SPRING FLAT,1,0.0
KILMORE ROAD -NORTHERN,HEATHCOTE-NAGAMBIE,4,0.0
KIMBOLTON-AXEDALE,HENRY,1,0.0
KIMBOLTON-AXEDALE,KIMBOLTON-AXEDALE ALT,1,0.0
KIMBOLTON-AXEDALE,MINTER,1,0.0
KIMBOLTON-AXEDALE,STRATHFIELDSAYE,1,0.0
KING,EDWARD,1,0.0
KIRBY,EMMETT,1,0.0
KIRRANG POINT,TWIN RIVERS,1,0.0
KNAPE,EXCELL,1,0.0
KNIGHT,HEDLEY,1,0.0
KNOWSLEY-EPPALOCK,PIEPER,1,0.0
KNOWSLEY-EPPALOCK,SPILLWAY,1,0.0
KOOKABURRA,PROUSES,2,0.0
KOORINGAL,MCCLELLAND,1,0.0
KRONK,COLEMAN,1,0.0
KRONK,MARONG,2,0.0
KRONK,TIMBARRA,3,0.0
KRONKS,MCCLEANS,1,0.0
KULMANI,RUBICON,1,0.0
LANARK,BRAESIDE,1,0.0
LANDALE,OPAL,1,0.0
LANDY,MOCKRIDGE,1,0.0
LANGLEY,WAVERLEY,1,0.0
LANGSTON,FOREST,1,0.0
LANGSTON,VIEW,2,0.0
LAST,HIGH,1,0.0
LAUREL,BREEN,1,0.0
LECKIES,DAVIS,1,0.0
LIGAR,NEALE,1,0.0
LIGAR,STERNBERG,1,0.0
LILY,LILAC,1,0.0
LILY,ROWAN,1,0.0
LITTLE DEUTSOHER,NORMAN,1,0.0
LLOYD,BEISCHER,1,0.0
LLOYD,DAY,2,0.0
LLOYD,STRICKLAND,1,0.0
LOCKINGTON,ELMORE-RAYWOOD,1,0.0
LOCKWOOD,ANDERSON,1,0.0
LOCKWOOD,BROWN REEF,1,1.0
LOCKWOOD,CARPENTER,4,0.0
LOCKWOOD,DUNLOP,1,0.0
LOCKWOOD,ELDERSONS,2,1.0
LOCKWOOD,FAIRVIEW,2,0.0
LOCKWOOD,FOREST FIELD,1,0.0
LOCKWOOD,LANDRY,5,0.0
LOCKWOOD,LOCKWOOD,2,0.0
LOCKWOOD,MCCOMBS,1,0.0
LOCKWOOD,MERINDAH,4,1.0
LOCKWOOD,MURIEL,1,0.0
LOCKWOOD,NEIL,2,0.0
LOCKWOOD,OLYMPIC,8,0.0
LOCKWOOD,SPRIGGS,1,0.0
LOCKWOOD,SUNRISE GULLY,1,0.0
LOCKWOOD,TARR,2,0.0
LOCKWOOD,THOMAS,2,0.0
LOCKWOOD,WESLEY,1,0.0
LODDON VALLEY,CALDWELLS,5,0.0
LODDON VALLEY,CUNNEEN,1,0.0
LODDON VALLEY,DEMPSEY,1,0.0
LODDON VALLEY,DERBY,1,0.0
LODDON VALLEY,EAGLEHAWK,1,0.0
LODDON VALLEY,GORDONS,2,0.0
LODDON VALLEY,GRINTONS,3,1.0
LODDON VALLEY,LESTER,1,0.0
LODDON VALLEY,LETHEBYS,1,0.0
LODDON VALLEY,MARKET,3,0.0
LODDON VALLEY,MULVAHIL,3,0.0
LODDON VALLEY,MYERS FLAT,2,0.0
LODDON VALLEY,QUINNS,1,0.0
LODDON VALLEY,ROYALS,1,0.0
LODDON VALLEY,SAILORS GULLY,1,0.0
LODDON VALLEY,WILLIAMS,3,0.0
LOESERS,ADELAIDE HILLS,1,0.0
LONGLEA,WINDLE,1,0.0
LOUDEN,LOUDON,5,0.0
LOWNDES,OWEN,1,0.0
LUCAN,ARNOLD,2,0.0
LUCAN,BAKEWELL,1,0.0
LUCAN,NOLAN,9,2.0
LUXTON,NEIL,1,0.0
LYELL,GLOVER,1,1.0
LYELL,GREY BOX,1,0.0
LYELL,GUNMINS,1,0.0
LYELL,KELLYS,3,0.0
LYELL,MANGANS,3,0.0
LYELL,NEWNHAMS,1,0.0
LYELL,NORTH REDESDALE,2,0.0
LYELL,PATONS,1,0.0
LYELL,SUTTON GRANGE-REDESDALE,1,0.0
LYELL ROAD -RACECOURSE,RACECOURSE,1,0.0
LYONS,NAPIER,1,0.0
LYONS,ROHS,2,0.0
LYTTLETON,CHAPEL,1,0.0
LYTTLETON,QUEEN,6,0.0
LYTTLETON,ST ANDREWS,1,0.0
LYTTLETON,WILLS,1,0.0
MACDOUGALL,HAM,1,0.0
MACDOUGALL,HOLLOW,1,0.0
MACKENZIE,BAY,4,0.0
MACKENZIE,MACKENZIE W,1,0.0
MACKENZIE,NORMA,2,0.0
MACKENZIE,OLYMPIC,4,0.0
MACKENZIE,OPHIR,2,0.0
MACKENZIE,PATRICIA,1,0.0
MACKENZIE,SHORT,1,0.0
MACKENZIE,SYMONDS,1,0.0
MACKENZIE,THISTLE,4,0.0
MACKENZIE,WADE,1,0.0
MACKENZIE STREET W-OAK,MACKENZIE W,4,1.0
MAGELLAN,OLYMPIC,1,0.0
MAGPIE,STRATHFIELDSAYE,1,0.0
MANDURANG,CONNELLYS,1,0.0
MANDURANG,FADERSONS,1,0.0
MANDURANG,NANKERVIS,3,0.0
MANDURANG,ONE TREE HILL,1,0.0
MANDURANG,TANNERY,4,0.0
MANDURANG,WATTLE,2,0.0
MANDURANG SOUTH,BLOSSETT,2,0.0
MANDURANG SOUTH,HOGANS,1,0.0
MANGANS,COLIBAN,1,0.0
MANGANS,RANDALL,1,0.0
MANNA GUM,BOTANICAL,2,0.0
MANNES,BAKERS,1,0.0
MANSELL,MUIR,1,0.0
MAPLE,BANOOL,1,0.0
MAPLE,ELWOOD,1,0.0
MAPLE,HIGH,1,0.0
MAPLE,MACKENZIE,1,0.0
MAPLE,MARONG,1,0.0
MAPLE,PALLETT,2,0.0
MAPLE,PANTON,1,0.0
MARGARET,ELMORE-BARNADOWN,1,0.0
MARGARET STREET -MIDLAND,ELMORE-BARNADOWN,1,0.0
MARGARET STREET -NORTHERN,MIDLAND,1,0.0
MARNIE,NERANG,1,0.0
MARNIE,NINGANA,1,0.0
MARONG,BOOTH,3,0.0
MARONG,DARE,3,0.0
MARONG,GOLD ASSOCIATES,1,0.0
MARONG,HAPPY VALLEY,1,0.0
MARONG,HONEYSUCKLE,4,0.0
MARONG,INGLEWOOD,3,0.0
MARONG,INGLIS,2,0.0
MARONG,LAZARUS,1,0.0
MARONG,LILY,6,0.0
MARONG,MARBLE ALT,1,0.0
MARONG,PETHARD,1,0.0
MARONG,SPECIMEN HILL,1,0.0
MARONG,WEST,1,0.0
MARONG-SERPENTINE,CONNORS,1,0.0
MARTIN,WOODWARD,1,0.0
MARTINS,SANDY CREEK-BARNADOWN,1,0.0
MAYNARD,MIDLAND,1,0.0
MCCLEANS,WALMER,1,0.0
MCCORMACKS,BRACEWELL,1,0.0
MCCORMICKS,DRUMMARTIN,1,0.0
MCCORMICKS,HUNTLY-FOSTERVILLE,2,0.0
MCCRAE,ARNOLD,5,1.0
MCCRAE,BAXTER,17,1.0
MCCRAE,CHAPEL,1,0.0
MCCRAE,MUNDY,4,0.0
MCCRAE,TOMLINS,1,0.0
MCCRAE STREET -PALL MALL,MUNDY,1,0.0
MCDONALDS,MIA MIA-LANCEFIELD,1,0.0
MCDOWALLS,DEAN,1,0.0
MCDOWALLS,ROSS,1,0.0
MCDOWALLS,VICTA,1,0.0
MCGLASHANS,WILD CHERRY,2,0.0
MCGOWAN,KNAPE,1,0.0
MCGOWAN,SEMMENS,1,0.0
MCGOWAN,WOOD,2,0.0
MCIVOR,ABBOTT,4,0.0
MCIVOR,ALEXANDER,2,0.0
MCIVOR,BENNETTS,2,1.0
MCIVOR,BOWLES,2,1.0
MCIVOR,CARR,1,0.0
MCIVOR,CASHENS,6,0.0
MCIVOR,CHAPEL,1,0.0
MCIVOR,CROOK,6,0.0
MCIVOR,DOAK,3,0.0
MCIVOR,DRUMMONDS,1,0.0
MCIVOR,GIRIS,2,0.0
MCIVOR,HARLEY,1,0.0
MCIVOR,HERBERT,1,0.0
MCIVOR,HICKEY,1,0.0
MCIVOR,HOCTORS,2,0.0
MCIVOR,HODGES,4,0.0
MCIVOR,HOMEBUSH,1,0.0
MCIVOR,INGHAM,2,0.0
MCIVOR,JAMES,3,0.0
MCIVOR,JEAN ALICE,1,0.0
MCIVOR,KNOWSLEY-BARNADOWN,3,0.0
MCIVOR,LONGLEA,2,0.0
MCIVOR,MAFEKING,1,0.0
MCIVOR,MARKOVICH,2,0.0
MCIVOR,MCIVOR,7,0.0
MCIVOR,MCIVOR ALT,1,0.0
MCIVOR,MCIVOR REV,5,0.0
MCIVOR,MIA MIA-DERRINAL,1,1.0
MCIVOR,MICHAEL,1,0.0
MCIVOR,MILL,1,0.0
MCIVOR,MITCHELL,12,0.0
MCIVOR,MOORABBEE,2,0.0
MCIVOR,MOORABBEE ALT,1,0.0
MCIVOR,MURPHY,8,0.0
MCIVOR,MYERS,2,0.0
MCIVOR,NEALE,1,0.0
MCIVOR,OLOUGHLIN,1,0.0
MCIVOR,ONE EYE,1,0.0
MCIVOR,PATRICK,2,0.0
MCIVOR,PEPPERTON,1,0.0
MCIVOR,POPES,3,0.0
MCIVOR,POWELLS,3,0.0
MCIVOR,PUTNAM,4,0.0
MCIVOR,RAGLAN W,2,0.0
MCIVOR,RESERVOIR,9,0.0
MCIVOR,SHADFORTH,1,0.0
MCIVOR,SMART,1,0.0
MCIVOR,SOMERSET PARK,5,0.0
MCIVOR,SPEED,1,0.0
MCIVOR,ST VINCENTS,1,0.0
MCIVOR,STERNBERG,31,0.0
MCIVOR,SUGARLOAF,2,1.0
MCIVOR,TAIG,1,0.0
MCIVOR,VINE,1,0.0
MCIVOR,WHITTINGTON,1,0.0
MCIVOR,YELLOW BOX,1,0.0
MCIVOR HIGHWAY SERVICE,MCIVOR FWD,1,0.0
MCLAREN,MUNDY,1,0.0
MCLAREN,WILLIAMSON,4,0.0
MCLENNAN,IRONBARK,1,1.0
MCNUTTS,HYLANDS,1,0.0
MCPHERSONS,SPRING FLAT,1,0.0
MCPHERSONS,WILD DUCK,1,0.0
MERCY,BARNARD,1,0.0
MERINDAH,BOYDS,1,0.0
MIA MIA-DERRINAL,HEATHCOTE-REDESDALE,1,0.0
MIA MIA-DERRINAL,KILLEENS,1,0.0
MIA MIA-DERRINAL,OLD RAILWAY RESERVE,1,0.0
MIA MIA-DERRINAL,SHEEDYS,2,0.0
MICHAEL,MCIVOR,2,0.0
MIDLAND,ALLEN,2,0.0
MIDLAND,AVONMORE-MAYREEF,1,0.0
MIDLAND,AXEDALE-GOORNONG,6,0.0
MIDLAND,BAGSHOT-WHIRRAKEE,2,0.0
MIDLAND,BAXTER,2,0.0
MIDLAND,BEECROFT,1,0.0
MIDLAND,BELLHOLME,1,0.0
MIDLAND,BENDIGO-MURCHISON,1,0.0
MIDLAND,BISSELL,5,0.0
MIDLAND,BORONIA,1,0.0
MIDLAND,BUCKLEYS,2,1.0
MIDLAND,BULLER,2,0.0
MIDLAND,BURGOYNE,1,0.0
MIDLAND,CAHILL,1,0.0
MIDLAND,CAMERON,1,0.0
MIDLAND,CENTENARY,1,0.0
MIDLAND,DARLING,1,0.0
MIDLAND,DEEP LEAD,1,0.0
MIDLAND,GLEESON,1,0.0
MIDLAND,GOLF COURSE,1,0.0
MIDLAND,GOORNONG-FOSTERVILLE,3,1.0
MIDLAND,GRACE,2,0.0
MIDLAND,GREGORYS,2,0.0
MIDLAND,GREVILLEA,1,0.0
MIDLAND,GUNGURRU,1,0.0
MIDLAND,HAKEA,3,0.0
MIDLAND,HARRIEN,2,0.0
MIDLAND,HOWARD,15,0.0
MIDLAND,IRONSTONE,7,0.0
MIDLAND,JOHNS,1,0.0
MIDLAND,LANMORE,3,2.0
MIDLAND,LIGAR,2,0.0
MIDLAND,MARGARET,1,0.0
MIDLAND,MAYNARD,4,0.0
MIDLAND,MONTIS,5,0.0
MIDLAND,MOORANG,1,0.0
MIDLAND,MULLANES,1,0.0
