ROAD_NAME,ROAD_NAME_INT,Accident_Count,Fatality_Count
MIDLAND,MURPHYS,2,0.0
MIDLAND,PASLEY,2,0.0
MIDLAND,PETHERICKS,1,0.0
MIDLAND,REILLYS,1,0.0
MIDLAND,SAWMILL,1,0.0
MIDLAND,SOUTH,1,0.0
MIDLAND,STEPHENSON,1,0.0
MIDLAND,SWINDALE,1,0.0
MIDLAND,TAYLOR,1,0.0
MIDLAND,TOMA,3,0.0
MIDLAND,TYSONS,1,2.0
MIDLAND,WILLIS,1,0.0
MILHAVEN,HEENANS,1,0.0
MILLER,HAVLIN E,3,0.0
MILLER,HAVLIN W,1,0.0
MILLER,SHIPP,1,0.0
MILLER STREET -TOWNSEND,SOMERVILLE,13,0.0
MILLWOOD,CAMP,1,0.0
MILLWOOD,MATTHEWS,1,0.0
MILLWOOD,MELOTTE,1,0.0
MILROY,BUCKLEY,4,0.0
MILTON,SPRING GULLY,1,0.0
MINARDS,MURPHY,1,0.0
MITCHELL,EBDEN,1,0.0
MITCHELL,MITCHELL,2,0.0
MITCHELL,MOLLISON,10,0.0
MITCHELL,QUEEN,2,0.0
MITCHELL,RAILWAY,1,0.0
MITCHELL,WESLEY,1,0.0
MITCHELL,WILLS,1,0.0
MITCHELL STREET -MYERS,MITCHELL,1,0.0
MITCHELL STREET -RAILWAY,RAILWAY,1,0.0
MITCHELL STREET -WILLS,MITCHELL,2,0.0
MOHAIR,BRIGG,1,0.0
MOHAIR,STONEY GUM,1,0.0
MOLLISON,BRAMBLE,1,0.0
MOLLISON,WILLIAMSON,7,0.0
MONSANTS,RATHBONES,1,0.0
MORAY,EDWIN,1,0.0
MORRISON,HELM,1,0.0
MORRISON,QUEEN,1,0.0
MORRISON,WESLEY,2,0.0
MUNDY,HAVLIN W,1,0.0
MUNDY,MCLAREN,1,0.0
MUNDY,MYERS,1,0.0
MUNDY,STERNBERG,6,0.0
MURPHY,BRICKWORKS,1,0.0
MURPHY,LLOYD,2,0.0
MURPHY,MURPHY,1,0.0
MURPHY,ST AIDANS,1,0.0
MURPHY,STEANE,2,0.0
MURPHY,STRICKLAND,6,0.0
MYER,BOYD,1,0.0
MYERS,CHAPEL,2,0.0
MYERS,MCIVOR,1,0.0
MYERS,MUNDY,3,0.0
MYERS,ST ANDREWS,2,0.0
MYERS,WILLIAMSON,13,0.0
MYERS FLAT,BURNT GULLY,1,0.0
MYERS FLAT,HARDYS,1,0.0
MYERS FLAT,MARONG-SERPENTINE,1,0.0
MYERS FLAT,SANDHURST TOWN,1,0.0
MYRTLE,ARRAWALLI,1,0.0
MYRTLE,CREEK N,1,0.0
MYRTLE,CREEK S,2,0.0
MYRTLE,ELANDRA,1,0.0
MYRTLE,HARGREAVES,5,0.0
MYRTLE,MYRTLE,2,0.0
MYRTLE,QUEEN,2,0.0
MYRTLE,RUSSELL,1,0.0
MYRTLE,WILLS,2,0.0
NANKERVIS,PEARCES,1,0.0
NANKOOR,MONAK,1,0.0
NAPIER,BOSQUET,3,0.0
NAPIER,BULLER,5,0.0
NAPIER,CAHILL,5,0.0
NAPIER,DENHAM,1,0.0
NAPIER,DERRIMUT,1,0.0
NAPIER,GLEESON,3,0.0
NAPIER,GRACE,3,0.0
NAPIER,HALL,1,0.0
NAPIER,HAMELIN,13,0.0
NAPIER,KIRILY,1,0.0
NAPIER,KNIGHT,5,0.0
NAPIER,LYONS,15,0.0
NAPIER,NAPOLEON,1,0.0
NAPIER,NOLAN,22,0.0
NAPIER,ORVILLE,1,0.0
NAPIER,PANTON,1,0.0
NAPIER,PLUMRIDGE,4,0.0
NAPIER,POWELL,5,0.0
NAPIER,SCOTT,2,0.0
NAPIER,TAYLOR,3,0.0
NAPIER,TOMLINS,1,0.0
NAPIER,WEEROONA,5,0.0
NAPIER,WILLMAN,2,0.0
NATIVE GULLY,FRAWLEY,1,0.0
NEALE,CONDON,1,0.0
NEALE,DRECHSLER,1,0.0
NEALE,MUNDY,1,0.0
NEALE,SKENE,1,0.0
NEANGAR,NEANGAR ALT,1,0.0
NEIL,LOCKWOOD,1,0.0
NEIL,STATION,2,0.0
NELSON,LOUDON,1,0.0
NELSON,SANDHURST,3,0.0
NELSON,TECHNOLOGY,1,0.0
NELSON,WOOD,3,0.0
NEVINSON,WONGABURRA,2,1.0
NEW,GREEN,1,0.0
NEWTON,HODGSON,1,0.0
NISH,SOMERVILLE,2,0.0
NOLAN,END,1,0.0
NOLAN,JOSEPH,3,0.0
NOLAN,LUCAN,1,0.0
NOLAN,NAPIER,3,0.0
NOLAN,PROUSES,1,0.0
NOLAN,WORTHA,2,0.0
NORELLE,MISTLETOE,1,0.0
NORMA,BELINDA,1,0.0
NORMAN,PLANT,1,0.0
NORTH HARCOURT,FORD,3,0.0
NORTH HARCOURT,LEANGANOOK,2,0.0
NORTH HARCOURT,YOUNGS,2,1.0
NORTH REDESDALE,MUD N,1,0.0
NORTHERN,BENNETT,1,2.0
NORTHERN,BURNEWANG,2,0.0
NORTHERN,CARDWELL,3,0.0
NORTHERN,CHAUNCEY,1,0.0
NORTHERN,COPPERMINE,1,0.0
NORTHERN,DOWDS,2,0.0
NORTHERN,DRUMMONDS,1,0.0
NORTHERN,ELMORE-RAYWOOD,2,0.0
NORTHERN,HANDMER,2,0.0
NORTHERN,HEENANS,2,0.0
NORTHERN,NEWLANS,3,0.0
NORTHERN,SCHOOLHOUSE,2,0.0
NORTHERN,SHURANS,1,1.0
NORTHERN,STODDART,2,0.0
NORTHERN,TRELLIS,1,0.0
NORTHERN,TUNNECLIFFS,2,2.0
NORTHERN,WARROWITUE-FOREST,3,0.0
NORTHERN,WEIR,6,2.0
OAK,ALLINGHAM,1,0.0
OAK,ELLIOTT,2,0.0
OAK,PANTON,1,0.0
OBERINS,PETHERICKS,1,0.0
OBRIENS,HAWKINS,1,0.0
OLD BENDIGO,MCIVOR,1,0.0
OLD BRIDGEWATER,HARDYS,1,0.0
OLD RAILWAY RESERVE,MIA MIA-DERRINAL,1,0.0
OLD RAILWAY RESERVE,WARREN,1,0.0
OLINDA STREET -RUSSELL,OLINDA,1,0.0
OLINDA STREET -RUSSELL,RUSSELL,1,0.0
OLYMPIC,CALDER,1,0.0
OLYMPIC,COLLINS,1,0.0
OLYMPIC,ENNOR,1,0.0
OLYMPIC,GLENVALE,2,0.0
OLYMPIC,HIGHVIEW,2,0.0
OLYMPIC,HINES,1,0.0
OLYMPIC,HOPE,2,0.0
OLYMPIC,MAGELLAN,1,0.0
OLYMPIC,NORELLE,2,0.0
OLYMPIC,ROCKY RISES,1,0.0
OLYMPIC,SPENCER,1,0.0
OLYMPIC,SYMONDS,1,0.0
OLYMPIC,WICKS,6,0.0
ONE TREE HILL,EDWARDS,3,0.0
OSBORNE,COMMINS,1,0.0
OSBORNE,JOACHIM,1,0.0
OSBORNE,RETREAT,1,0.0
OSULLIVANS,WIMMERA,1,0.0
OSWALD,ROY,1,0.0
OSWALD,WHITFIELD,1,0.0
PALL MALL,BULL,1,0.0
PALL MALL,MUNDY,1,0.0
PALL MALL,PARK,1,0.0
PALL MALL,VICTORIA,2,0.0
PALL MALL,WILLIAM VAHLAND,3,0.0
PALL MALL,WILLIAMSON,8,0.0
PANTON,LAUREL,1,0.0
PANTON,VICTORIA,5,0.0
PARK,GAOL,1,0.0
PARK,PARK ROAD CAR PARK,1,0.0
PATERSON,CARPENTER S,1,0.0
PATERSON,TENNYSON,1,0.0
PATONS,CURRIE,1,0.0
PATONS,CZAR,1,0.0
PATONS,EPPALOCK AIRFIELD,1,0.0
PATONS,GODFREYS,2,0.0
PATONS,LYELL,1,0.0
PATONS,MAGPIE,1,0.0
PAVEYS,HALL,1,0.0
PEATLINGS,MIDLAND,3,0.0
PENTLANDS,PICCANINNY,1,0.0
PHILLIS,HIGH,1,0.0
PHILLIS,LEE,1,0.0
PINCHGUT,BENDIGO-MARYBOROUGH,1,0.0
PINPANDOOR,OBRIENS,1,0.0
PIPER,VICTA,1,0.0
PIPER,WELLSFORD,1,0.0
PITSONS,CLAYS ALT,1,0.0
PLANT,DODDER,1,0.0
PLANT,ELLESMERE,1,0.0
PLANTATION,C4,3,0.0
PLANTATION,DARGILE,1,0.0
PLANTATION,DEALBA,1,0.0
PLUMRIDGE,KENNEWELL,1,0.0
PLUMRIDGE,NAPIER,1,0.0
PLUMRIDGE,RAGLAN,3,0.0
PLUMRIDGE,ST KILLIAN,3,0.0
POPES,KNOTTS,1,0.0
POWELL,BOBS,1,0.0
POWELLS,MCIVOR,3,0.0
POWELLS AVENUE -STRICKLAND,STRICKLAND,4,0.0
PRATTS PARK,MCIVOR,1,0.0
PRATTS PARK,STRICKLAND,2,0.0
PRATTS PARK,VICTA,2,0.0
PROUSES,AVERYS,1,0.0
PROUSES,COHN,1,1.0
PROUSES,DEGILLE,2,0.0
PROUSES,HOLDSWORTH,4,0.0
PROUSES,KOOKABURRA,1,0.0
PROUSES,NOLAN,1,0.0
PROUSES,NORFOLK,1,0.0
PYKE,MILLER,5,0.0
QUEEN,CORREA,1,0.0
QUEEN,DUKE,2,0.0
QUEEN,KAHLAND,1,0.0
QUEEN,LYTTLETON,3,0.0
QUEEN,MITCHELL,1,0.0
QUEEN,SHORT,1,0.0
QUEEN,WHIRAKEE,1,0.0
QUINNS,LODDON VALLEY,3,0.0
RACECOURSE,GOLF COURSE,2,0.0
RACECOURSE,HEINZ,1,0.0
RACECOURSE,WYNNES,1,0.0
RAILWAY,ARTHUR,1,0.0
RAILWAY,GEE,1,0.0
RAILWAY,MOLLISON,4,0.0
RAILWAY,TAYLOR,1,0.0
RANDALL,MANGANS,1,0.0
RANGE,HEATHCOTE-NORTH COSTERFIELD,1,0.0
RANKIN,CORNISH,1,0.0
RASMUSSENS,GOORNONG-MAYREEF,1,0.0
RATHBONES,PATRICIA,1,0.0
RED BOX,RED BOX ALT,1,0.0
RED JACKET,JOBES,1,0.0
REDBURNS,HAKEA,1,0.0
REDCASTLE CEMETERY,STONEY CROSSING,1,0.0
RESERVOIR,BUTCHER,1,0.0
RESERVOIR,COUSINS,7,0.0
RESERVOIR,LOCLIFF,1,0.0
RESERVOIR,MIRANDA,1,0.0
RESERVOIR,NABILLA,2,0.0
RESERVOIR,NARANGHI,1,0.0
RESERVOIR,PARKSIDE,1,0.0
RESERVOIR,PLANTE,2,0.0
RETREAT,JOACHIM,1,0.0
RETREAT,KEOGH,1,0.0
RETREAT,RAYMOND,1,0.0
RETREAT,STANLEY,1,0.0
RIFLE RANGE,PLANT,1,0.0
RILEYS,LODDON VALLEY,1,0.0
RIVERSDALE,BARNBOUGLE,1,0.0
ROCKY RISES,ANDREWS,1,0.0
ROCKY RISES,DRINKWATER,1,0.0
ROCKY RISES,OLYMPIC,1,0.0
RODNEY,SOMERVILLE,1,0.0
ROEDER,PROUT,1,0.0
ROHS,ROWENA,1,0.0
ROHS,VICTA,1,0.0
ROHS ROAD -STRICKLAND,STRICKLAND,1,0.0
ROSE,TAYLOR,3,0.0
ROWAN,BURN,1,0.0
ROWBOTHAMS,HIRD,1,0.0
RUSSELL,GLADSTONE,3,0.0
RUSSELL,HAMLET,1,0.0
RUSSELL,HOUSTON,1,0.0
RUSSELL,MALCOLM,1,0.0
SAILORS GULLY,COAKES,1,0.0
SAILORS GULLY,CONDER,1,0.0
SAILORS GULLY,DARLING,3,0.0
SAILORS GULLY,KIRKWOOD,2,0.0
SAILORS GULLY,LESTER,1,0.0
SAILORS GULLY,LODDON VALLEY,2,0.0
SAILORS GULLY,MOUAT,1,0.0
SANDER,WHIPSTICK,2,0.0
SANDHURST,DOWDING,2,0.0
SANDHURST,EAGLEHAWK,1,0.0
SANDHURST,MCGOWAN,3,0.0
SANDHURST RESERVOIR,MUNROE,1,0.0
SANDY CREEK-BARNADOWN,CLIFTON N,1,0.0
SANDY CREEK-BARNADOWN,ELMORE-BARNADOWN,3,0.0
SANDY CREEK-BARNADOWN,GOORNONG-FOSTERVILLE,1,0.0
SANDY CREEK-BARNADOWN,HANRAHAN,1,0.0
SANDY CREEK-BARNADOWN,HUNTLY-FOSTERVILLE,1,0.0
SANDY CREEK-BARNADOWN,OBERINS,1,0.0
SANDY CREEK-BARNADOWN,OLD STOCK ROUTE,1,0.0
SANDY CREEK-BARNADOWN,PEATLINGS,3,0.0
SANDY CREEK-BARNADOWN,W21,1,0.0
SAWMILL,WHIRRAKEE,1,0.0
SCHOOLHOUSE,LONG,1,0.0
SCHOOLHOUSE,MURPHYS,1,0.0
SCHUMAKERS,ALLIES,2,0.0
SCOTSMAN,OLD TOM,1,0.0
SCOTT,PRIEST,3,0.0
SCOTTS,WILLIAM PERRY,1,0.0
SEDGWICK,BOYD,1,0.0
SEDGWICK,CLAREMONT,1,0.0
SEDGWICK,CONWAY,1,0.0
SEDGWICK,GLEN CLARE,1,0.0
SEDGWICK,HERITAGE,1,0.0
SEDGWICK,MCCALMAN,2,0.0
SEDGWICK,NANKERVIS,1,0.0
SEDGWICK,PEARCES,1,1.0
SEDGWICK,SEDGWICK,1,0.0
SEDGWICK,STORYS,2,0.0
SEDGWICK,SUTTON GRANGE,1,0.0
SHAMROCK,OLD HIGH,3,0.0
SHARON,ARTS,1,0.0
SHEEDYS,KILLEENS,1,0.0
SHERWOOD,SAWMILL,1,0.0
SHORT,CREEK N,1,0.0
SHORT,GRAHAM,1,0.0
SHORT,LANSELL,1,0.0
SHORT,STATION,1,0.0
SIBLEY,CROOK,1,0.0
SIMPSONS,BURNSIDE,1,0.0
SIMPSONS,BUTTS,1,0.0
SIMPSONS,TRUMBLE,1,0.0
SIMPSONS,WALLENJOE,1,0.0
SIMS,MYRTLE CREEK,1,0.0
SINCLAIRS,BINKS,1,0.0
SINCLAIRS,SOMERSET PARK,1,0.0
SKENE,NEALE,1,0.0
SKENE,STERNBERG,2,0.0
SOLDATOS,MARTIN,1,0.0
SOMERSET PARK,CALEANA,1,0.0
SOMERSET PARK,HONEYEATER,1,0.0
SOMERSET PARK,MCIVOR,1,0.0
SOMERSET PARK,SINCLAIRS,1,1.0
SOMERVILLE,APSLEY,1,0.0
SOMERVILLE,BEEBE,1,0.0
SOMERVILLE,ELLIS,1,0.0
SOMERVILLE,KADINA,1,0.0
SOMERVILLE,NISH,1,0.0
SOMERVILLE,TOWNSEND,1,0.0
SPARROWHAWK,ALBERT,2,0.0
SPARROWHAWK,GOLD ASSOCIATES,1,0.0
SPARROWHAWK,HUMBOLDT,2,0.0
SPARROWHAWK,WEARNE,1,0.0
SPARROWHAWK,WESTBURY,1,0.0
SPECIMEN HILL,EMMETT,5,0.0
SPECIMEN HILL,INGLEWOOD,1,0.0
SPECIMEN HILL,JORBEN,1,0.0
SPECIMEN HILL,KIRBY,1,0.0
SPECIMEN HILL,MARONG,1,0.0
SPECIMEN HILL,PALLETT,1,0.0
SPECIMEN HILL,TAYLOR,3,0.0
SPRING FLAT,MCPHERSONS,1,0.0
SPRING FLAT,ROWBOTHAMS,1,0.0
SPRING GULLY,AUTUMN GULLY,1,0.0
SPRING GULLY,LAWSON,1,0.0
SPRING GULLY,WATTLE,1,0.0
SPRING GULLY,WHITTAKER,1,0.0
SPRINGS,BROADBENT,1,0.0
ST AIDANS,BREN,1,0.0
ST AIDANS,HOLLAND,1,0.0
ST AIDANS,MIJUDA,1,0.0
ST AIDANS,YALLAMBEE,1,0.0
ST ANDREWS,LYTTLETON,2,0.0
ST ANDREWS,MARKET,1,0.0
ST JAMES WOOD,LOBB,1,0.0
ST VINCENTS,MCIVOR,1,0.0
STATION,BLAY,2,0.0
STATION,CASSANDRA,1,0.0
STATION,CHURCH,1,0.0
STATION,DUNLOP,2,0.0
STATION,GLENWILL,1,0.0
STATION,JONES,1,0.0
STATION,LIGAR,1,0.0
STATION,SMITH,1,0.0
STATION,TOBIN,3,0.0
STEANE,MILL,1,0.0
STERNBERG,HODGKINSON,1,0.0
STERNBERG,LIGAR,2,1.0
STERNBERG,MCIVOR,2,0.0
STERNBERG,SKENE,1,0.0
STERNBERG,STERNBERG ALT,1,0.0
STERNBERG,TOWNSEND,2,0.0
STERNBERG,WHITE,3,0.0
STEWART,BAYNE,1,0.0
STONE,UPPER CALIFORNIA GULLY,1,0.0
STORYS,BROWNS,1,0.0
STORYS,CAVAGNA,1,0.0
STORYS,EMU CREEK,2,1.0
STORYS,WIENER,1,0.0
STRATHDALE,DESMOND,1,0.0
STRATHFIELDSAYE,AXE CREEK,4,0.0
STRATHFIELDSAYE,BANFIELD,1,0.0
STRATHFIELDSAYE,COLVINS,1,0.0
STRATHFIELDSAYE,DUKES,2,0.0
STRATHFIELDSAYE,ERNIOLD,3,0.0
STRATHFIELDSAYE,FITZGIBBON,1,0.0
STRATHFIELDSAYE,GLEESONS,1,0.0
STRATHFIELDSAYE,GODFREYS,1,0.0
STRATHFIELDSAYE,GUYS HILL,2,0.0
STRATHFIELDSAYE,KIMBOLTON-AXEDALE,1,0.0
STRATHFIELDSAYE,MANNES,1,0.0
STRATHFIELDSAYE,MCCLEANS,2,0.0
STRATHFIELDSAYE,MILLS,2,0.0
STRATHFIELDSAYE,OSBORNE,3,0.0
STRATHFIELDSAYE,RYALLS,6,0.0
STRATHFIELDSAYE,WATSON,1,0.0
STRATHFIELDSAYE,WOODLEA,1,1.0
STRATHFIELDSAYE ROAD -WELLINGTON,CLUB,1,0.0
STRAY,SPARROWHAWK,1,0.0
STRICKLAND,HARPIN,1,0.0
STRICKLAND,HESLING,1,0.0
STRICKLAND,HINTON,2,0.0
STRICKLAND,MCDOWALLS,4,0.0
STRICKLAND,SOLOMON,1,0.0
SUGARLOAF,AXEDALE-GOORNONG,1,0.0
SUGARLOAF,MCCORMICKS,1,0.0
SULLIVAN,THISTLE,2,0.0
SULLIVANS,ELIZABETH,1,0.0
SUNRISE GULLY,LOCKWOOD,1,0.0
SUNSET,LYELL,1,0.0
SUTTON GRANGE,AXE CREEK,2,0.0
SUTTON GRANGE,SEDGWICK,1,0.0
SUTTON GRANGE,TARRLEAH,1,0.0
SWANSON,CADELLA,1,0.0
SWANSON,STRATHFIELDSAYE,1,0.0
SYMONDS,OLYMPIC,1,0.0
TANNERY,MANDURANG,1,0.0
TANNERY,NANKERVIS,1,0.0
TANNERY,REGENT,1,0.0
TANNERY,TANNERY HEIGHTS,2,0.0
TARR,LOCKWOOD,1,0.0
TAYLOR,PERRY,1,0.0
TAYLOR,ROPER,1,0.0
TAYLOR,UPPER CALIFORNIA GULLY,3,0.0
TEHAN,HEATHCOTE-REDESDALE,1,0.0
THE TERRACE,EDWARDS,1,0.0
THISTLE,CHUM,1,0.0
THISTLE,DEBORAH,1,0.0
THISTLE,HIGH,2,0.0
THISTLE,KING,1,0.0
THISTLE,MACKENZIE,1,0.0
THISTLE,ROWAN,1,0.0
THUNDER,MORAY,1,0.0
TORRENS,HIGH ALT,1,0.0
TOWNSEND,CONDON,4,1.0
TOWNSEND,NEALE,2,0.0
TOWNSEND,SOMERVILLE,1,0.0
TRAMWAYS,HARGREAVES,1,0.0
TRESIZE,MURPHY,1,0.0
TRESIZE,PLANT,3,0.0
TROTTING,BINKS,1,0.0
TROTTING,LA VALLA,2,0.0
TROTTING,MCIVOR FOREST,1,0.0
TROTTING,ST VINCENTS,2,0.0
TROTTING,WILKIE,1,0.0
TRUSCOTT,HARRIS,1,0.0
TUCKERS,CAMPBELL,1,0.0
TYLER,BAGSHOT,1,0.0
UNION,HAPPY VALLEY,1,0.0
UNNAMED,BEAUCHAMP,1,0.0
UNNAMED,FLOREY,1,0.0
UNNAMED,HOWARD,1,0.0
UNNAMED,HUDDLE,1,0.0
UNNAMED,MCCLELLAND,1,0.0
UNNAMED,RAILWAY,1,0.0
UNNAMED,WHIPSTICK,1,0.0
UPPER CALIFORNIA GULLY,ALEXANDRA,1,0.0
UPPER CALIFORNIA GULLY,BARKER,1,0.0
UPPER CALIFORNIA GULLY,BROWN,1,0.0
UXBRIDGE,APSLEY,1,0.0
VAINS,BELLE VUE,1,0.0
VAINS,WOODWARD,1,0.0
VICTA,MCDOWALLS,3,0.0
VICTORIA,AVERYS,1,0.0
VICTORIA,BROWN,1,0.0
VICTORIA,BUTTS,1,0.0
VICTORIA,DENHAM,2,0.0
VICTORIA,HIGH,4,0.0
VICTORIA,PANTON,3,0.0
VIEW,BARKLY,1,0.0
VIEW,BARNARD,1,0.0
VIEW,GAOL,2,0.0
VIEW,LANGSTON,1,0.0
VIEW,MACKENZIE,3,0.0
VIEW,PALL MALL,2,0.0
VIEW,PARK,1,0.0
VIEW,STEVENSON,1,0.0
VIEW,VIEW,6,0.0
VIOLET,HIGH,1,0.0
VOSTI,FARNELLS,1,0.0
VOSTI,RICE,1,0.0
WALLENJOE,HOWARD,2,1.0
WALLENJOE,SIMPSONS,1,0.0
WAPPENTAKE,HEATHCOTE-NAGAMBIE,2,0.0
WARATAH,WHIRRAKEE,2,0.0
WARROWITUE-FOREST,MILHAVEN,2,0.0
WARROWITUE-FOREST,PALLING,1,0.0
WARROWITUE-FOREST,YOUNGS,1,0.0
WATER,BRIDGE,1,0.0
WATERVIEW,EMERALD,1,0.0
WATSON,CALLAGHAN,1,0.0
WATTLE,CREEK N,2,0.0
WATTLE,HARGREAVES,1,0.0
WEATHERALL,WOOD,3,0.0
WEDGE,DIAMOND HILL,1,0.0
WEEROONA,BAKEWELL,2,0.0
WEEROONA,CALEDONIA,8,0.0
WEEROONA,NAPIER,4,0.0
WELLINGTON,BLUCHER,3,0.0
WELLINGTON,STRATHLODDON,4,0.0
WELLINGTON,UXBRIDGE,1,0.0
WELLSFORD,POPE,1,0.0
WESTWOOD,JULIAN,1,0.0
WHIPSTICK,CLYMO,2,0.0
WHIPSTICK,FOXES,3,0.0
WHIPSTICK,HODGSON,1,0.0
WHIPSTICK,MANDERSON,1,0.0
WHIPSTICK,PROWSE,1,0.0
WHIPSTICK,SANDER,2,0.0
WIEGARDS,LOCKWOOD,2,0.0
WIEGARDS,SPRIGGS,1,0.0
WIEGARDS,WISHBONE,1,0.0
WILDFLOWER,MCIVOR FWD,1,0.0
WILDFLOWER,TURNERS,1,0.0
WILKINSONS,NORTH HARCOURT,1,0.0
WILLIAMSON,ASHMANS,1,0.0
WILLIAMSON,BROUGHAM,2,0.0
WILLIAMSON,CONDON,1,0.0
WILLIAMSON,LYTTLETON,2,0.0
WILLIAMSON,MCLAREN,1,1.0
WILLIAMSON,PALL MALL,1,0.0
WILLS,ARTHUR,1,0.0
WILLS,EDWARD,3,0.0
WILLS,MYRTLE,1,0.0
WILSON,DALY,1,0.0
WILSONS HILL,MCCREDDONS,1,0.0
WIMMERA,EGANS,1,0.0
WIMMERA,MCCREDDONS,1,1.0
WIMMERA,OSULLIVANS,2,1.0
WIMMERA,POWERS,1,0.0
WIRTH,DAVIES,1,0.0
WONGABURRA,WONGABURRA ALT,1,0.0
WOOD,HAVILAH,1,1.0
WOOD,MORAN,3,0.0
WOOD,STAFFORD,1,0.0
WOOD,WEATHERALL,1,0.0
WOODWARD,HATTAM,1,0.0
YANKEE CREEK,HUNTLY-FOSTERVILLE,1,0.0
YORKSHIRE,MITCHELLS,1,0.0
